team_id,team,simulation_run,results
8,Oldham Super Kings,80,178
8,Oldham Super Kings,81,180
8,Oldham Super Kings,82,153
8,Oldham Super Kings,83,190
8,Oldham Super Kings,84,178
8,Oldham Super Kings,85,146
8,Oldham Super Kings,86,154
8,Oldham Super Kings,87,200
8,Oldham Super Kings,88,178
8,Oldham Super Kings,89,183
8,Oldham Super Kings,90,164
8,Oldham Super Kings,91,176
8,Oldham Super Kings,92,168
8,Oldham Super Kings,93,228
8,Oldham Super Kings,94,181
8,Oldham Super Kings,95,230
8,Oldham Super Kings,96,213
8,Oldham Super Kings,97,182
8,Oldham Super Kings,98,152
8,Oldham Super Kings,99,185
8,Oldham Super Kings,100,139
9,Blackburn Knight Riders,1,179
9,Blackburn Knight Riders,2,175
9,Blackburn Knight Riders,3,218
9,Blackburn Knight Riders,4,189
9,Blackburn Knight Riders,5,191
9,Blackburn Knight Riders,6,168
9,Blackburn Knight Riders,7,155
9,Blackburn Knight Riders,8,198
9,Blackburn Knight Riders,9,156
9,Blackburn Knight Riders,10,169
9,Blackburn Knight Riders,11,175
9,Blackburn Knight Riders,12,143
9,Blackburn Knight Riders,13,187
9,Blackburn Knight Riders,14,128
9,Blackburn Knight Riders,15,163
9,Blackburn Knight Riders,16,173
9,Blackburn Knight Riders,17,180
9,Blackburn Knight Riders,18,187
9,Blackburn Knight Riders,19,150
9,Blackburn Knight Riders,20,171
9,Blackburn Knight Riders,21,169
9,Blackburn Knight Riders,22,163
9,Blackburn Knight Riders,23,184
9,Blackburn Knight Riders,24,189
9,Blackburn Knight Riders,25,189
9,Blackburn Knight Riders,26,153
9,Blackburn Knight Riders,27,145
9,Blackburn Knight Riders,28,191
9,Blackburn Knight Riders,29,173
9,Blackburn Knight Riders,30,212
9,Blackburn Knight Riders,31,171
9,Blackburn Knight Riders,32,184
9,Blackburn Knight Riders,33,170
9,Blackburn Knight Riders,34,190
9,Blackburn Knight Riders,35,171
9,Blackburn Knight Riders,36,192
9,Blackburn Knight Riders,37,162
9,Blackburn Knight Riders,38,170
9,Blackburn Knight Riders,39,183
9,Blackburn Knight Riders,40,196
9,Blackburn Knight Riders,41,193
9,Blackburn Knight Riders,42,169
9,Blackburn Knight Riders,43,162
9,Blackburn Knight Riders,44,180
9,Blackburn Knight Riders,45,178
9,Blackburn Knight Riders,46,170
9,Blackburn Knight Riders,47,180
9,Blackburn Knight Riders,48,179
9,Blackburn Knight Riders,49,131
9,Blackburn Knight Riders,50,200
9,Blackburn Knight Riders,51,158
9,Blackburn Knight Riders,52,124
9,Blackburn Knight Riders,53,147
9,Blackburn Knight Riders,54,164
9,Blackburn Knight Riders,55,164
9,Blackburn Knight Riders,56,170
9,Blackburn Knight Riders,57,134
9,Blackburn Knight Riders,58,215
9,Blackburn Knight Riders,59,193
9,Blackburn Knight Riders,60,162
9,Blackburn Knight Riders,61,146
9,Blackburn Knight Riders,62,171
9,Blackburn Knight Riders,63,177
9,Blackburn Knight Riders,64,144
9,Blackburn Knight Riders,65,175
9,Blackburn Knight Riders,66,169
9,Blackburn Knight Riders,67,150
9,Blackburn Knight Riders,68,161
9,Blackburn Knight Riders,69,176
9,Blackburn Knight Riders,70,173
9,Blackburn Knight Riders,71,162
9,Blackburn Knight Riders,72,169
9,Blackburn Knight Riders,73,182
9,Blackburn Knight Riders,74,120
9,Blackburn Knight Riders,75,190
9,Blackburn Knight Riders,76,147
9,Blackburn Knight Riders,77,178
9,Blackburn Knight Riders,78,186
9,Blackburn Knight Riders,79,180
9,Blackburn Knight Riders,80,186
9,Blackburn Knight Riders,81,162
9,Blackburn Knight Riders,82,147
9,Blackburn Knight Riders,83,166
9,Blackburn Knight Riders,84,161
9,Blackburn Knight Riders,85,179
9,Blackburn Knight Riders,86,181
9,Blackburn Knight Riders,87,164
9,Blackburn Knight Riders,88,198
9,Blackburn Knight Riders,89,175
9,Blackburn Knight Riders,90,157
9,Blackburn Knight Riders,91,162
9,Blackburn Knight Riders,92,183
9,Blackburn Knight Riders,93,172
9,Blackburn Knight Riders,94,158
9,Blackburn Knight Riders,95,164
9,Blackburn Knight Riders,96,148
9,Blackburn Knight Riders,97,184
9,Blackburn Knight Riders,98,168
9,Blackburn Knight Riders,99,143
9,Blackburn Knight Riders,100,173
